gid,cname,planting,harvest,wsgd,gwad
56,Kwimba,2022-10-24,2023-02-27,0,3104
36,Babati Urban,2022-02-22,2022-07-01,0,3033
56,Kwimba,2022-02-20,2022-07-01,0.332,3366
56,Kwimba,2022-02-26,2022-07-01,0,2664
56,Kwimba,2022-02-07,2022-07-01,0.236,4455
56,Kwimba,2022-02-03,2022-07-01,0,4950
56,Kwimba,2022-02-19,2022-07-01,0,3465
56,Kwimba,2022-02-09,2022-07-01,0.21,4257
56,Kwimba,2022-02-15,2022-07-01,0,3861
56,Kwimba,2022-02-04,2022-07-01,0.34,4342
56,Kwimba,2022-02-07,2022-07-01,0,4455
56,Kwimba,2022-02-10,2022-07-01,0,4356
56,Kwimba,2022-02-07,2022-07-01,0,4455
56,Kwimba,2022-02-04,2022-07-01,0,4851
56,Kwimba,2022-02-07,2022-07-01,0,4455
56,Kwimba,2022-02-10,2022-07-01,0,4356
56,Kwimba,2022-02-24,2022-07-01,0,2843
56,Kwimba,2022-02-06,2022-07-01,0,4554
56,Kwimba,2022-03-01,2022-07-01,0,2277
36,Babati Urban,2022-02-24,2022-07-01,0,2660
56,Kwimba,2022-02-21,2022-07-01,0,3245
56,Kwimba,2022-02-23,2022-07-01,0,2932
56,Kwimba,2022-02-02,2022-07-01,0.298,4947
56,Kwimba,2022-02-18,2022-07-01,0.48,3498
56,Kwimba,2022-02-22,2022-07-01,0,3035
56,Kwimba,2022-02-12,2022-07-01,0,4158
56,Kwimba,2022-02-07,2022-07-01,0,4455
56,Kwimba,2022-02-27,2022-07-01,0,2465
56,Kwimba,2022-02-10,2022-07-01,0,4356
56,Kwimba,2022-03-01,2022-07-01,0,2277
56,Kwimba,2022-02-18,2022-07-01,0.44,3489
56,Kwimba,2022-02-26,2022-07-01,0,2668
56,Kwimba,2022-02-14,2022-07-01,0,3960
56,Kwimba,2022-02-22,2022-07-01,0,3036
56,Kwimba,2022-02-19,2022-07-01,0,3465
56,Kwimba,2022-02-19,2022-07-01,0,3465
56,Kwimba,2022-02-05,2022-07-01,0.367,4678
36,Babati Urban,2022-02-24,2022-07-01,0.232,2441
56,Kwimba,2022-02-28,2022-07-01,0,2368
56,Kwimba,2021-10-24,2022-03-02,0,3982
56,Kwimba,2021-10-12,2022-02-16,0,4158
56,Kwimba,2021-10-21,2022-02-26,0,3855
56,Kwimba,2021-10-12,2022-02-16,0,4158
56,Kwimba,2021-10-11,2022-02-15,0,4158
56,Kwimba,2021-10-31,2022-03-06,0,3380
56,Kwimba,2021-10-15,2022-02-20,0,4036
56,Kwimba,2021-10-18,2022-02-22,0,4028
56,Kwimba,2021-10-16,2022-02-21,0,4070
56,Kwimba,2021-10-18,2022-02-22,0,4028
56,Kwimba,2021-10-06,2022-02-08,0,3960
56,Kwimba,2021-10-20,2022-02-24,0,3943
56,Kwimba,2021-11-04,2022-03-06,0,2898
56,Kwimba,2021-10-27,2022-03-06,0,3693
56,Kwimba,2021-10-19,2022-02-23,0,4008
56,Kwimba,2021-10-07,2022-02-10,0,3960
36,Babati Urban,2022-02-16,2022-07-01,0,3760
56,Kwimba,2021-10-16,2022-02-21,0,4050
56,Kwimba,2021-10-31,2022-03-06,0,3377
56,Kwimba,2021-10-17,2022-02-20,0,3964
56,Kwimba,2021-10-30,2022-03-06,0,3466
56,Kwimba,2021-10-16,2022-02-21,0,4055
56,Kwimba,2021-11-03,2022-03-06,0,3032
56,Kwimba,2021-10-30,2022-03-06,0,3431
56,Kwimba,2021-10-27,2022-03-06,0,3721
56,Kwimba,2021-10-15,2022-02-20,0,4042
56,Kwimba,2021-10-30,2022-03-06,0,3455
56,Kwimba,2021-10-10,2022-02-13,0,4158
56,Kwimba,2021-11-01,2022-03-06,0,3275
56,Kwimba,2021-10-26,2022-03-04,0,3863
56,Kwimba,2021-11-03,2022-03-06,0,3030
56,Kwimba,2021-10-07,2022-02-10,0,3960
56,Kwimba,2021-10-09,2022-02-12,0,4059
56,Kwimba,2021-11-03,2022-03-06,0,3038
36,Babati Urban,2022-02-20,2022-07-01,0,3366
56,Kwimba,2021-10-10,2022-02-13,0,4158
56,Kwimba,2021-10-10,2022-02-13,0,4158
56,Kwimba,2021-10-25,2022-03-03,0,3973
57,Lake Victoria,2023-03-20,2023-06-29,0,965
57,Lake Victoria,2023-03-12,2023-06-29,0,1879
57,Lake Victoria,2023-02-24,2023-06-29,0,3081
57,Lake Victoria,2023-02-23,2023-06-29,0,3320
57,Lake Victoria,2023-03-22,2023-06-29,0,389
57,Lake Victoria,2023-03-07,2023-06-29,0.453,2327
57,Lake Victoria,2023-03-05,2023-06-29,0.393,2187
57,Lake Victoria,2023-03-02,2023-06-29,0,2706
57,Lake Victoria,2023-03-03,2023-06-29,0,2572
57,Lake Victoria,2023-03-12,2023-06-29,0,1584
57,Lake Victoria,2023-03-15,2023-06-29,0,1575
57,Lake Victoria,2023-03-10,2023-06-29,0.497,1917
57,Lake Victoria,2023-03-15,2023-06-29,0,1478
36,Babati Urban,2022-02-01,2022-07-01,0,4711
57,Lake Victoria,2023-02-27,2023-06-29,0,2783
57,Lake Victoria,2023-03-22,2023-06-29,0,763
57,Lake Victoria,2023-03-12,2023-06-29,0.153,1844
57,Lake Victoria,2023-03-21,2023-06-29,0.471,454
57,Lake Victoria,2023-03-03,2023-06-29,0,2633
57,Lake Victoria,2023-03-14,2023-06-29,0,1726
57,Lake Victoria,2023-03-08,2023-06-29,0.108,2119
57,Lake Victoria,2023-03-21,2023-06-29,0,767
57,Lake Victoria,2023-03-02,2023-06-29,0.506,2392
57,Lake Victoria,2023-02-22,2023-06-29,0,3369
57,Lake Victoria,2023-03-17,2023-06-29,0,1162
57,Lake Victoria,2023-03-06,2023-06-29,0,2449
57,Lake Victoria,2023-03-12,2023-06-29,0.238,1820
57,Lake Victoria,2023-03-22,2023-06-29,0,392
57,Lake Victoria,2023-03-05,2023-06-29,0,2538
57,Lake Victoria,2023-02-28,2023-06-29,0,2879
36,Babati Urban,2022-02-08,2022-07-01,0,3899
57,Lake Victoria,2023-03-14,2023-06-29,0,1844
57,Lake Victoria,2023-03-18,2023-06-29,0,1066
57,Lake Victoria,2023-03-13,2023-06-29,0,1849
57,Lake Victoria,2023-03-17,2023-06-29,0.356,969
57,Lake Victoria,2023-03-23,2023-06-29,0.528,223
57,Lake Victoria,2022-10-29,2023-03-04,0,3424
57,Lake Victoria,2022-10-25,2023-02-28,0,3138
57,Lake Victoria,2022-10-31,2023-03-06,0,3275
57,Lake Victoria,2022-10-12,2023-02-16,0,3264
57,Lake Victoria,2022-11-03,2023-03-06,0,3020
57,Lake Victoria,2022-10-31,2023-03-06,0,3375
57,Lake Victoria,2022-10-24,2023-02-26,0,3116
57,Lake Victoria,2022-11-02,2023-03-06,0,3184
57,Lake Victoria,2022-10-20,2023-02-24,0,3159
57,Lake Victoria,2022-10-15,2023-02-20,0,3249
57,Lake Victoria,2022-10-09,2023-02-12,0,3109
36,Babati Urban,2022-02-07,2022-07-01,0,4067
57,Lake Victoria,2022-10-20,2023-02-25,0,3162
57,Lake Victoria,2022-10-24,2023-02-27,0,3248
57,Lake Victoria,2022-10-12,2023-02-15,0,3266
57,Lake Victoria,2022-10-16,2023-02-20,0,3074
57,Lake Victoria,2022-10-14,2023-02-18,0,3362
57,Lake Victoria,2022-10-21,2023-02-25,0,3044
57,Lake Victoria,2022-10-11,2023-02-14,0,3183
57,Lake Victoria,2022-10-29,2023-03-05,0,3286
57,Lake Victoria,2022-11-02,2023-03-06,0,3146
57,Lake Victoria,2022-11-01,2023-03-06,0,3193
57,Lake Victoria,2022-11-04,2023-03-06,0,2892
57,Lake Victoria,2022-10-17,2023-02-22,0,3128
57,Lake Victoria,2022-10-26,2023-03-01,0,3318
57,Lake Victoria,2022-10-10,2023-02-14,0,3190
57,Lake Victoria,2022-11-02,2023-03-06,0,3287
57,Lake Victoria,2022-11-02,2023-03-06,0,3095
36,Babati Urban,2022-02-13,2022-07-01,0,4059
57,Lake Victoria,2022-10-24,2023-02-27,0,3080
57,Lake Victoria,2022-10-19,2023-02-24,0,3182
57,Lake Victoria,2022-10-12,2023-02-16,0,3251
57,Lake Victoria,2022-10-28,2023-03-03,0,3294
57,Lake Victoria,2022-11-04,2023-03-06,0,2973
57,Lake Victoria,2022-10-14,2023-02-18,0,3352
57,Lake Victoria,2022-10-10,2023-02-15,0,3278
57,Lake Victoria,2022-03-08,2022-07-23,0,3663
57,Lake Victoria,2022-03-18,2022-07-23,0,2376
57,Lake Victoria,2022-02-28,2022-07-23,0,4547
57,Lake Victoria,2022-02-24,2022-07-23,0,4947
57,Lake Victoria,2022-03-17,2022-07-23,0,2475
57,Lake Victoria,2022-03-02,2022-07-23,0,4356
57,Lake Victoria,2022-03-08,2022-07-23,0,2564
57,Lake Victoria,2022-02-23,2022-07-23,0,4966
57,Lake Victoria,2022-02-24,2022-07-23,0,4848
36,Babati Urban,2022-02-05,2022-07-01,0,4326
57,Lake Victoria,2022-02-22,2022-07-23,0,5008
57,Lake Victoria,2022-03-09,2022-07-23,0,2818
57,Lake Victoria,2022-03-07,2022-07-23,0,3256
57,Lake Victoria,2022-03-10,2022-07-23,0,3366
57,Lake Victoria,2022-02-28,2022-07-23,0,4501
57,Lake Victoria,2022-02-28,2022-07-23,0,4148
57,Lake Victoria,2022-03-01,2022-07-23,0,3986
57,Lake Victoria,2022-03-07,2022-07-23,0,3762
57,Lake Victoria,2022-03-09,2022-07-23,0,3130
57,Lake Victoria,2022-02-26,2022-07-23,0,4775
57,Lake Victoria,2022-02-23,2022-07-23,0,4915
57,Lake Victoria,2022-03-14,2022-07-23,0,2695
57,Lake Victoria,2022-03-08,2022-07-23,0,3663
57,Lake Victoria,2022-03-08,2022-07-23,0,3663
57,Lake Victoria,2022-03-19,2022-07-23,0,2118
57,Lake Victoria,2022-03-02,2022-07-23,0,3795
36,Babati Urban,2022-02-10,2022-07-01,0,4140
57,Lake Victoria,2022-03-17,2022-07-23,0,2262
57,Lake Victoria,2022-03-18,2022-07-23,0,2246
57,Lake Victoria,2022-03-15,2022-07-23,0,2772
57,Lake Victoria,2022-03-17,2022-07-23,0,2405
57,Lake Victoria,2022-03-02,2022-07-23,0,4356
57,Lake Victoria,2022-03-20,2022-07-23,0,2077
57,Lake Victoria,2022-03-06,2022-07-23,0,3861
57,Lake Victoria,2022-03-05,2022-07-23,0,3365
57,Lake Victoria,2022-03-20,2022-07-23,0,2079
57,Lake Victoria,2021-10-14,2022-02-19,0,4011
57,Lake Victoria,2021-10-08,2022-02-11,0,4059
57,Lake Victoria,2021-10-29,2022-03-06,0,3498
57,Lake Victoria,2021-10-11,2022-02-15,0,4144
57,Lake Victoria,2021-10-11,2022-02-15,0,4158
57,Lake Victoria,2021-11-02,2022-03-06,0,3036
57,Lake Victoria,2021-10-16,2022-02-21,0,3911
36,Babati Urban,2022-02-05,2022-07-01,0,4592
57,Lake Victoria,2021-10-24,2022-03-02,0,3846
57,Lake Victoria,2021-10-22,2022-02-27,0,3710
57,Lake Victoria,2021-11-03,2022-03-06,0,3006
57,Lake Victoria,2021-10-16,2022-02-21,0,3942
57,Lake Victoria,2021-10-20,2022-02-24,0,3761
57,Lake Victoria,2021-10-16,2022-02-21,0,3857
57,Lake Victoria,2021-10-09,2022-02-12,0,4059
57,Lake Victoria,2021-11-04,2022-03-06,0,2891
57,Lake Victoria,2021-10-28,2022-03-06,0,3538
57,Lake Victoria,2021-10-16,2022-02-21,0,3990
57,Lake Victoria,2021-10-13,2022-02-18,0,4144
57,Lake Victoria,2021-11-02,2022-03-06,0,3134
57,Lake Victoria,2021-11-02,2022-03-06,0,3095
57,Lake Victoria,2021-10-21,2022-02-26,0,3683
57,Lake Victoria,2021-11-03,2022-03-06,0,3013
57,Lake Victoria,2021-10-27,2022-03-06,0,3574
36,Babati Urban,2022-02-22,2022-07-01,0.149,2608
57,Lake Victoria,2021-10-24,2022-03-02,0,3876
57,Lake Victoria,2021-10-22,2022-02-27,0,3796
57,Lake Victoria,2021-10-11,2022-02-15,0,4158
57,Lake Victoria,2021-10-09,2022-02-12,0,4059
57,Lake Victoria,2021-11-04,2022-03-06,0,2883
57,Lake Victoria,2021-10-16,2022-02-21,0,3961
57,Lake Victoria,2021-11-01,2022-03-06,0,3288
57,Lake Victoria,2021-10-07,2022-02-10,0,3960
57,Lake Victoria,2021-11-01,2022-03-06,0,3256
57,Lake Victoria,2021-10-21,2022-02-26,0,3777
57,Lake Victoria,2021-10-18,2022-02-22,0,3866
58,Magu,2021-10-26,2022-03-04,0,3862
58,Magu,2021-10-06,2022-02-08,0,3960
58,Magu,2021-10-20,2022-02-24,0,3948
58,Magu,2021-10-07,2022-02-10,0,3960
36,Babati Urban,2022-02-16,2022-07-01,0,3350
58,Magu,2021-10-11,2022-02-15,0,4158
58,Magu,2021-10-19,2022-02-23,0,4002
58,Magu,2021-10-08,2022-02-11,0,4059
58,Magu,2021-10-31,2022-03-06,0,3400
58,Magu,2021-10-20,2022-02-24,0,3949
58,Magu,2021-10-23,2022-03-01,0,4025
58,Magu,2021-10-08,2022-02-11,0,4059
58,Magu,2021-11-02,2022-03-06,0,3154
58,Magu,2021-10-16,2022-02-21,0,4067
58,Magu,2021-10-17,2022-02-20,0,3973
58,Magu,2021-10-22,2022-02-27,0,3910
58,Magu,2023-02-15,2023-06-27,0.031,3747
58,Magu,2023-02-05,2023-06-17,0,3610
58,Magu,2023-02-22,2023-06-29,0,3250
58,Magu,2023-02-27,2023-06-29,0.124,2866
58,Magu,2023-02-01,2023-06-13,0.538,3453
58,Magu,2023-01-31,2023-06-10,0.487,3309
36,Babati Urban,2022-02-08,2022-07-01,0,4279
58,Magu,2023-02-01,2023-06-13,0.408,3571
58,Magu,2023-02-07,2023-06-24,0,3736
58,Magu,2023-02-13,2023-06-24,0,3677
58,Magu,2023-03-01,2023-06-29,0,2797
58,Magu,2023-03-01,2023-06-29,0.047,2543
58,Magu,2023-03-01,2023-06-29,0,2905
58,Magu,2023-01-31,2023-06-12,0.429,3586
58,Magu,2023-02-26,2023-06-29,0.236,2727
58,Magu,2023-02-17,2023-06-29,0,3843
58,Magu,2023-03-01,2023-06-29,0,2796
58,Magu,2023-02-06,2023-06-19,0,3632
58,Magu,2023-02-09,2023-06-26,0,3874
58,Magu,2023-02-26,2023-06-29,0.204,2821
58,Magu,2023-02-11,2023-06-24,0,3692
58,Magu,2023-02-24,2023-06-29,0.048,2962
58,Magu,2023-02-14,2023-06-27,0,3804
58,Magu,2023-02-03,2023-06-16,0.329,3548
36,Babati Urban,2022-02-07,2022-07-01,0,4004
58,Magu,2023-02-28,2023-06-29,0,2887
58,Magu,2023-02-02,2023-06-14,0.417,3519
58,Magu,2023-02-10,2023-06-27,0,3922
58,Magu,2023-02-01,2023-06-12,0.394,3438
58,Magu,2023-02-11,2023-06-24,0,3729
58,Magu,2023-02-18,2023-06-29,0,3766
58,Magu,2023-02-12,2023-06-25,0,3788
58,Magu,2023-02-10,2023-06-25,0,3774
58,Magu,2023-02-17,2023-06-29,0,3744
58,Magu,2023-03-01,2023-06-29,0.187,2522
58,Magu,2023-02-26,2023-06-29,0,3073
58,Magu,2023-02-16,2023-06-29,0,3915
58,Magu,2023-02-21,2023-06-29,0,3287
58,Magu,2022-10-26,2023-03-01,0,3305
58,Magu,2022-10-19,2023-02-23,0,3111
58,Magu,2022-10-10,2023-02-13,0,3148
58,Magu,2022-10-12,2023-02-16,0,3296
36,Babati Urban,2022-02-21,2022-07-01,0.056,2846
58,Magu,2022-10-20,2023-02-23,0,3082
58,Magu,2022-10-10,2023-02-14,0,3244
58,Magu,2022-10-25,2023-02-28,0,3166
58,Magu,2022-10-31,2023-03-06,0,3249
58,Magu,2022-11-01,2023-03-06,0,3276
58,Magu,2022-10-13,2023-02-17,0,3246
58,Magu,2022-10-07,2023-02-09,0,3003
58,Magu,2022-10-21,2023-02-24,0,3020
58,Magu,2022-10-16,2023-02-21,0,3353
58,Magu,2022-10-18,2023-02-22,0,3127
58,Magu,2022-10-12,2023-02-15,0,3311
58,Magu,2022-10-25,2023-02-27,0,3180
58,Magu,2022-10-14,2023-02-18,0,3373
58,Magu,2022-10-16,2023-02-21,0,3228
58,Magu,2022-10-19,2023-02-22,0,3092
58,Magu,2022-10-08,2023-02-12,0,3112
58,Magu,2022-10-06,2023-02-08,0,2921
36,Babati Urban,2022-02-11,2022-07-01,0.051,3803
58,Magu,2022-10-12,2023-02-16,0,3280
58,Magu,2022-10-19,2023-02-22,0,3191
58,Magu,2022-11-03,2023-03-06,0,3093
58,Magu,2022-10-28,2023-03-04,0,3353
58,Magu,2022-10-21,2023-02-25,0,3057
58,Magu,2022-10-26,2023-03-01,0,3305
58,Magu,2022-10-29,2023-03-05,0,3282
58,Magu,2022-10-27,2023-03-03,0,3170
58,Magu,2022-10-10,2023-02-14,0,3265
58,Magu,2022-10-13,2023-02-18,0,3295
58,Magu,2022-10-27,2023-03-04,0,3435
58,Magu,2022-10-11,2023-02-14,0,3283
58,Magu,2022-11-01,2023-03-06,0,3206
58,Magu,2022-10-26,2023-03-02,0,3252
58,Magu,2022-11-01,2023-03-06,0,3213
58,Magu,2022-02-09,2022-07-01,0.361,4239
58,Magu,2022-02-07,2022-07-01,0.264,4455
36,Babati Urban,2022-02-03,2022-07-01,0,4790
58,Magu,2022-02-02,2022-07-01,0,4883
58,Magu,2022-02-06,2022-07-01,0,4554
58,Magu,2022-02-28,2022-07-01,0,2337
58,Magu,2022-02-21,2022-07-01,0.449,3168
58,Magu,2022-02-08,2022-07-01,0.378,4303
58,Magu,2022-02-22,2022-07-01,0,3010
58,Magu,2022-02-11,2022-07-01,0,4257
58,Magu,2022-02-24,2022-07-01,0,2812
58,Magu,2022-02-26,2022-07-01,0,2641
58,Magu,2022-02-03,2022-07-01,0,4928
58,Magu,2022-02-19,2022-07-01,0,3447
58,Magu,2022-02-14,2022-07-01,0,3960
58,Magu,2022-02-02,2022-07-01,0,4886
58,Magu,2022-02-19,2022-07-01,0,3465
58,Magu,2022-02-22,2022-07-01,0,3004
58,Magu,2022-02-18,2022-07-01,0,3564
58,Magu,2022-02-01,2022-07-01,0,4795
36,Babati Urban,2021-10-21,2022-02-26,0,3863
58,Magu,2022-02-14,2022-07-01,0.419,3897
58,Magu,2022-02-25,2022-07-01,0.45,2662
58,Magu,2022-02-07,2022-07-01,0,4455
58,Magu,2022-02-24,2022-07-01,0,2823
58,Magu,2022-02-24,2022-07-01,0,2803
58,Magu,2022-02-15,2022-07-01,0.415,3809
58,Magu,2022-02-17,2022-07-01,0,3663
58,Magu,2022-02-11,2022-07-01,0,4257
58,Magu,2022-02-19,2022-07-01,0,3465
58,Magu,2022-02-06,2022-07-01,0,4554
58,Magu,2022-02-20,2022-07-01,0.43,3280
58,Magu,2022-02-13,2022-07-01,0,4059
58,Magu,2022-02-03,2022-07-01,0.098,4950
58,Magu,2022-02-25,2022-07-01,0.441,2645
58,Magu,2022-02-17,2022-07-01,0,3663
58,Magu,2022-02-21,2022-07-01,0,3224
58,Magu,2022-02-12,2022-07-01,0.378,4111
36,Babati Urban,2021-10-21,2022-02-26,0,3875
58,Magu,2021-10-08,2022-02-11,0,4059
58,Magu,2021-10-31,2022-03-06,0,3398
58,Magu,2021-10-27,2022-03-06,0,3701
58,Magu,2021-10-08,2022-02-11,0,4059
58,Magu,2021-10-19,2022-02-23,0,3990
58,Magu,2021-10-29,2022-03-06,0,3541
58,Magu,2021-10-27,2022-03-06,0,3720
58,Magu,2021-10-16,2022-02-21,0,4075
58,Magu,2021-11-03,2022-03-06,0,3018
58,Magu,2021-10-22,2022-02-27,0,3918
58,Magu,2021-10-14,2022-02-19,0,4201
58,Magu,2021-10-20,2022-02-24,0,3941
58,Magu,2021-10-26,2022-03-04,0,3879
58,Magu,2021-10-15,2022-02-20,0,4047
58,Magu,2021-10-30,2022-03-06,0,3462
58,Magu,2021-10-21,2022-02-26,0,3869
58,Magu,2021-10-21,2022-02-26,0,3875
36,Babati Urban,2021-10-22,2022-02-27,0,3924
59,Misungwi,2023-02-23,2023-06-29,0.118,3283
59,Misungwi,2023-02-02,2023-06-13,0,3484
59,Misungwi,2023-02-05,2023-06-16,0,3415
59,Misungwi,2023-02-08,2023-06-20,0,3678
59,Misungwi,2023-02-07,2023-06-21,0.182,3554
59,Misungwi,2023-02-08,2023-06-19,0,3450
59,Misungwi,2023-02-19,2023-06-29,0.439,3334
59,Misungwi,2023-02-12,2023-06-23,0,3732
59,Misungwi,2023-01-31,2023-06-12,0,3563
59,Misungwi,2023-02-28,2023-06-29,0.245,2621
59,Misungwi,2023-02-11,2023-06-24,0,3707
59,Misungwi,2023-02-18,2023-06-29,0,3627
59,Misungwi,2023-02-13,2023-06-27,0.167,3694
59,Misungwi,2023-02-28,2023-06-29,0,2992
59,Misungwi,2023-02-12,2023-06-27,0,3877
59,Misungwi,2023-03-01,2023-06-29,0,2825
59,Misungwi,2023-02-07,2023-06-21,0,3717
36,Babati Urban,2021-10-27,2022-03-06,0,3732
59,Misungwi,2023-02-19,2023-06-29,0.028,3429
59,Misungwi,2023-02-23,2023-06-29,0,3336
59,Misungwi,2023-02-01,2023-06-12,0,3462
59,Misungwi,2023-03-01,2023-06-29,0.503,2421
59,Misungwi,2023-02-28,2023-06-29,0.485,2693
59,Misungwi,2023-02-24,2023-06-29,0.477,2818
59,Misungwi,2023-02-20,2023-06-29,0,3509
59,Misungwi,2023-02-09,2023-06-23,0,3771
59,Misungwi,2023-02-20,2023-06-29,0,3731
59,Misungwi,2023-02-23,2023-06-29,0.308,3145
59,Misungwi,2023-02-21,2023-06-29,0.427,3132
59,Misungwi,2023-02-23,2023-06-29,0,3337
59,Misungwi,2023-02-08,2023-06-20,0,3701
59,Misungwi,2023-02-20,2023-06-29,0,3512
59,Misungwi,2023-02-02,2023-06-13,0,3484
59,Misungwi,2023-02-12,2023-06-27,0,3880
59,Misungwi,2023-02-24,2023-06-29,0,3118
36,Babati Urban,2021-10-20,2022-02-24,0,3936
59,Misungwi,2023-02-04,2023-06-16,0,3476
59,Misungwi,2023-02-09,2023-06-26,0.088,3816
59,Misungwi,2022-10-11,2023-02-14,0,3210
59,Misungwi,2022-10-12,2023-02-16,0,3352
59,Misungwi,2022-10-15,2023-02-18,0,3205
59,Misungwi,2022-10-21,2023-02-24,0,3011
59,Misungwi,2022-10-06,2023-02-10,0,3078
59,Misungwi,2022-10-08,2023-02-12,0,3105
59,Misungwi,2022-10-18,2023-02-21,0,3173
59,Misungwi,2022-10-16,2023-02-20,0,3087
59,Misungwi,2022-10-07,2023-02-10,0,2988
59,Misungwi,2022-10-22,2023-02-26,0,3072
59,Misungwi,2022-10-23,2023-02-25,0,3027
59,Misungwi,2022-10-21,2023-02-24,0,3037
59,Misungwi,2022-10-12,2023-02-15,0,3240
59,Misungwi,2022-10-30,2023-03-06,0,3243
59,Misungwi,2022-10-29,2023-03-06,0,3366
36,Babati Urban,2021-10-12,2022-02-16,0,4158
59,Misungwi,2022-10-25,2023-02-27,0,3168
59,Misungwi,2022-10-28,2023-03-04,0,3323
59,Misungwi,2022-11-04,2023-03-06,0,2854
59,Misungwi,2022-10-19,2023-02-22,0,3084
59,Misungwi,2022-10-10,2023-02-14,0,3216
59,Misungwi,2022-10-29,2023-03-05,0,3156
59,Misungwi,2022-11-01,2023-03-06,0,3190
59,Misungwi,2022-10-23,2023-02-27,0,3263
59,Misungwi,2022-10-30,2023-03-06,0,3411
59,Misungwi,2022-10-25,2023-02-27,0,3163
59,Misungwi,2022-10-10,2023-02-14,0,3235
59,Misungwi,2022-11-01,2023-03-06,0,3290
59,Misungwi,2022-10-30,2023-03-06,0,3311
59,Misungwi,2022-10-09,2023-02-12,0,3113
59,Misungwi,2022-10-14,2023-02-18,0,3223
59,Misungwi,2022-10-11,2023-02-14,0,3163
59,Misungwi,2022-10-06,2023-02-09,0,2990
36,Babati Urban,2021-10-17,2022-02-20,0,3959
59,Misungwi,2022-10-22,2023-02-24,0,3067
59,Misungwi,2022-11-03,2023-03-06,0,3090
59,Misungwi,2022-10-21,2023-02-24,0,3092
59,Misungwi,2022-10-25,2023-03-01,0,3223
59,Misungwi,2022-01-31,2022-07-01,0,4706
59,Misungwi,2022-02-16,2022-07-01,0.097,3762
59,Misungwi,2022-01-31,2022-07-01,0,4716
59,Misungwi,2022-02-27,2022-07-01,0.406,2354
59,Misungwi,2022-02-27,2022-07-01,0,2416
59,Misungwi,2022-02-11,2022-07-01,0,4257
59,Misungwi,2022-02-13,2022-07-01,0.357,3996
59,Misungwi,2022-02-09,2022-07-01,0,4257
59,Misungwi,2022-02-02,2022-07-01,0,4918
59,Misungwi,2022-02-18,2022-07-01,0,3564
59,Misungwi,2022-02-12,2022-07-01,0,4158
59,Misungwi,2022-02-02,2022-07-01,0,4892
59,Misungwi,2022-02-25,2022-07-01,0,2732
36,Babati Urban,2021-10-12,2022-02-16,0,4158
59,Misungwi,2022-02-13,2022-07-01,0,4059
59,Misungwi,2022-02-01,2022-07-01,0,4790
59,Misungwi,2022-02-16,2022-07-01,0,3762
59,Misungwi,2022-02-22,2022-07-01,0.397,2976
59,Misungwi,2022-02-25,2022-07-01,0.428,2553
59,Misungwi,2022-02-21,2022-07-01,0.187,3230
59,Misungwi,2022-02-22,2022-07-01,0,3018
59,Misungwi,2022-02-16,2022-07-01,0,3762
59,Misungwi,2022-01-31,2022-07-01,0,4740
59,Misungwi,2022-02-25,2022-07-01,0,2734
59,Misungwi,2022-02-04,2022-07-01,0,4851
59,Misungwi,2022-02-11,2022-07-01,0,4257
59,Misungwi,2022-02-09,2022-07-01,0.368,4128
59,Misungwi,2022-02-10,2022-07-01,0,4356
59,Misungwi,2022-02-24,2022-07-01,0,2782
59,Misungwi,2022-02-06,2022-07-01,0.252,4543
59,Misungwi,2022-02-06,2022-07-01,0,4554
36,Babati Urban,2021-10-17,2022-02-20,0,3974
59,Misungwi,2022-02-13,2022-07-01,0.199,4059
59,Misungwi,2022-02-26,2022-07-01,0,2641
59,Misungwi,2022-02-28,2022-07-01,0.408,2299
59,Misungwi,2022-02-26,2022-07-01,0,2614
59,Misungwi,2022-02-06,2022-07-01,0,4554
59,Misungwi,2022-02-02,2022-07-01,0.028,4949
59,Misungwi,2021-10-25,2022-03-03,0,3999
59,Misungwi,2021-10-06,2022-02-08,0,3960
59,Misungwi,2021-10-12,2022-02-16,0,4158
59,Misungwi,2021-10-17,2022-02-20,0,3969
59,Misungwi,2021-10-31,2022-03-06,0,3389
59,Misungwi,2021-11-03,2022-03-06,0,3032
59,Misungwi,2021-10-16,2022-02-21,0,4088
59,Misungwi,2021-10-15,2022-02-20,0,4056
59,Misungwi,2021-10-13,2022-02-18,0,4252
59,Misungwi,2021-10-26,2022-03-04,0,3856
59,Misungwi,2021-10-30,2022-03-06,0,3468
36,Babati Urban,2021-10-27,2022-03-06,0,3727
59,Misungwi,2021-10-20,2022-02-24,0,3954
59,Misungwi,2021-10-18,2022-02-22,0,4042
59,Misungwi,2021-10-18,2022-02-22,0,4043
59,Misungwi,2021-10-15,2022-02-20,0,4033
59,Misungwi,2021-10-31,2022-03-06,0,3368
59,Misungwi,2021-10-11,2022-02-15,0,4158
59,Misungwi,2021-10-07,2022-02-10,0,3960
59,Misungwi,2021-10-31,2022-03-06,0,3383
59,Misungwi,2021-10-26,2022-03-04,0,3889
59,Misungwi,2021-10-17,2022-02-20,0,3980
59,Misungwi,2021-10-12,2022-02-16,0,4158
59,Misungwi,2021-10-24,2022-03-02,0,4029
59,Misungwi,2021-10-06,2022-02-08,0,3960
59,Misungwi,2021-10-22,2022-02-27,0,3900
59,Misungwi,2021-11-02,2022-03-06,0,3160
59,Misungwi,2021-10-16,2022-02-21,0,4091
